1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,image,name,color,team_name
35.0,27.0,28.0,26.0,40.0,33.0,12.0,29.0,33.0,45.0,37.0,37.0,32.0,49.0,46.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia Warriors
,,,,,,,,,,,,,,,,,,,,,,16.0,39.0,48.0,49.0,38.0,30.0,32.0,42.0,34.0,49.0,50.0,55.0,57.0,46.0,53.0,41.0,36.0,32.0,36.0,28.0,54.0,55.0,53.0,62.0,56.0,59.0,41.0,40.0,56.0,27.0,53.0,51.0,36.0,44.0,29.0,62.0,54.0,61.0,55.0,46.0,54.0,40.0,33.0,25.0,48.0,39.0,23.0,24.0,19.0,34.0,51.0,64.0,37.0,https://cdn.ssref.net/req/202301032/tlogo/bbr/PHO.png,Phoenix Suns,#007A33,Phoenix Suns
15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.ssref.net/req/202301032/tlogo/bbr/PIT.png,Pittsburgh Ironmen,#F50000,Pittsburgh Ironmen
,,,,,,,,,,,,,,,,,,,,,,,,29.0,18.0,21.0,27.0,38.0,37.0,49.0,58.0,45.0,38.0,45.0,42.0,46.0,48.0,42.0,40.0,49.0,53.0,59.0,63.0,57.0,51.0,47.0,44.0,44.0,49.0,46.0,35.0,59.0,50.0,49.0,50.0,41.0,27.0,21.0,32.0,41.0,54.0,50.0,48.0,28.0,33.0,54.0,51.0,44.0,41.0,53.0,35.0,42.0,27.0,30.0,https://cdn.ssref.net/req/202301032/tlogo/bbr/POR.png,Portland Trail Blazers,#003399,Portland Trail Blazers
28.0,6.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.ssref.net/req/202301032/tlogo/bbr/PRO.png,Providence Steam Rollers,#006BB6,Providence Steamrollers
,,45.0,51.0,41.0,41.0,44.0,44.0,29.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rochester Royals
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,29.0,24.0,23.0,25.0,29.0,25.0,28.0,39.0,39.0,34.0,27.0,27.0,44.0,55.0,61.0,59.0,55.0,50.0,44.0,33.0,38.0,17.0,25.0,24.0,22.0,28.0,28.0,29.0,33.0,32.0,39.0,31.0,31.0,30.0,40.0,https://cdn.ssref.net/req/202301032/tlogo/bbr/SAC.png,Sacramento Kings,#003399,Sacramento Kings
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,52.0,48.0,41.0,52.0,48.0,53.0,37.0,41.0,35.0,28.0,31.0,56.0,55.0,47.0,49.0,55.0,62.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Antonio Spurs
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,56.0,37.0,53.0,58.0,58.0,60.0,57.0,59.0,63.0,58.0,56.0,54.0,50.0,61.0,50.0,58.0,62.0,55.0,67.0,61.0,48.0,32.0,33.0,34.0,17.0,https://cdn.ssref.net/req/202301032/tlogo/bbr/SAS.png,San Antonio Spurs,#0047AB,San Antonio Spurs
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,35.0,36.0,17.0,25.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego Clippers
,,,,,,,,,,,,,,,,,,,,,15.0,37.0,27.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego Rockets
,,,,,,,,,,,,,,,,,,,,,23.0,30.0,36.0,38.0,47.0,26.0,36.0,43.0,43.0,40.0,47.0,52.0,56.0,34.0,52.0,48.0,42.0,31.0,31.0,39.0,44.0,41.0,41.0,47.0,55.0,63.0,57.0,64.0,57.0,61.0,25.0,45.0,44.0,45.0,40.0,37.0,52.0,35.0,31.0,20.0,,,,,,,,,,,,,,,,,,Seattle SuperSonics
,,,,,,,,,,,,,,,,31.0,48.0,17.0,35.0,44.0,43.0,41.0,30.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco Warriors
,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.ssref.net/req/202301032/tlogo/bbr/SHE.png,Sheboygan Red Skins,#007DC7,Sheboygan Redskins
,,,,,,,,,33.0,36.0,41.0,49.0,46.0,50.0,27.0,48.0,46.0,45.0,36.0,39.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis Hawks
,,,51.0,32.0,40.0,47.0,42.0,43.0,36.0,38.0,41.0,35.0,45.0,38.0,41.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syracuse Nationals
,,,29.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tri-Cities Blackhawks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,30.0,16.0,23.0,45.0,47.0,42.0,24.0,33.0,33.0,27.0,47.0,41.0,33.0,40.0,22.0,23.0,34.0,48.0,49.0,56.0,51.0,58.0,53.0,27.0,48.0,32.0,https://cdn.ssref.net/req/202301032/tlogo/bbr/TOR.png,Toronto Raptors,#CE122E,Toronto Raptors
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,62.0,37.0,55.0,53.0,44.0,47.0,42.0,26.0,41.0,51.0,54.0,48.0,53.0,39.0,36.0,43.0,25.0,38.0,40.0,51.0,50.0,44.0,52.0,49.0,33.0,https://cdn.ssref.net/req/202301032/tlogo/bbr/UTA.png,Utah Jazz,#00274C,Utah Jazz
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,28.0,25.0,30.0,45.0,41.0,42.0,44.0,47.0,55.0,54.0,55.0,47.0,53.0,60.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utah Jazz
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,14.0,19.0,8.0,22.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,Vancouver Grizzlies
